code,country,region,income_group,year,rate
DJI,Djibouti,Middle East & North Africa,Lower middle,1979,6.607
DJI,Djibouti,Middle East & North Africa,Lower middle,1980,6.553
DJI,Djibouti,Middle East & North Africa,Lower middle,1981,6.491
DJI,Djibouti,Middle East & North Africa,Lower middle,1982,6.443
DJI,Djibouti,Middle East & North Africa,Lower middle,1983,6.387
DJI,Djibouti,Middle East & North Africa,Lower middle,1984,6.328
DJI,Djibouti,Middle East & North Africa,Lower middle,1985,6.263
DJI,Djibouti,Middle East & North Africa,Lower middle,1986,6.219
DJI,Djibouti,Middle East & North Africa,Lower middle,1987,6.171
DJI,Djibouti,Middle East & North Africa,Lower middle,1988,6.117
DJI,Djibouti,Middle East & North Africa,Lower middle,1989,6.055
DJI,Djibouti,Middle East & North Africa,Lower middle,1990,5.982
DJI,Djibouti,Middle East & North Africa,Lower middle,1991,5.877
DJI,Djibouti,Middle East & North Africa,Lower middle,1992,5.774
DJI,Djibouti,Middle East & North Africa,Lower middle,1993,5.663
DJI,Djibouti,Middle East & North Africa,Lower middle,1994,5.529
DJI,Djibouti,Middle East & North Africa,Lower middle,1995,5.34
DJI,Djibouti,Middle East & North Africa,Lower middle,1996,5.153
DJI,Djibouti,Middle East & North Africa,Lower middle,1997,4.957
DJI,Djibouti,Middle East & North Africa,Lower middle,1998,4.777
DJI,Djibouti,Middle East & North Africa,Lower middle,1999,4.67
DJI,Djibouti,Middle East & North Africa,Lower middle,2000,4.578
DJI,Djibouti,Middle East & North Africa,Lower middle,2001,4.496
DJI,Djibouti,Middle East & North Africa,Lower middle,2002,4.379
DJI,Djibouti,Middle East & North Africa,Lower middle,2003,4.247
DJI,Djibouti,Middle East & North Africa,Lower middle,2004,4.113
DJI,Djibouti,Middle East & North Africa,Lower middle,2005,3.992
DJI,Djibouti,Middle East & North Africa,Lower middle,2006,3.855
DJI,Djibouti,Middle East & North Africa,Lower middle,2007,3.724
DJI,Djibouti,Middle East & North Africa,Lower middle,2008,3.589
DJI,Djibouti,Middle East & North Africa,Lower middle,2009,3.487
DJI,Djibouti,Middle East & North Africa,Lower middle,2010,3.39
DJI,Djibouti,Middle East & North Africa,Lower middle,2011,3.305
DJI,Djibouti,Middle East & North Africa,Lower middle,2012,3.237
DJI,Djibouti,Middle East & North Africa,Lower middle,2013,3.178
DJI,Djibouti,Middle East & North Africa,Lower middle,2014,3.112
DJI,Djibouti,Middle East & North Africa,Lower middle,2015,3.066
DJI,Djibouti,Middle East & North Africa,Lower middle,2016,3.011
DJI,Djibouti,Middle East & North Africa,Lower middle,2017,2.972
DJI,Djibouti,Middle East & North Africa,Lower middle,2018,2.929
DJI,Djibouti,Middle East & North Africa,Lower middle,2019,2.891
DJI,Djibouti,Middle East & North Africa,Lower middle,2020,2.848
DJI,Djibouti,Middle East & North Africa,Lower middle,2021,2.804
DJI,Djibouti,Middle East & North Africa,Lower middle,2022,2.757
DMA,Dominica,Latin America & Caribbean,Upper middle,1960,6.866
DMA,Dominica,Latin America & Caribbean,Upper middle,1961,5.278
DMA,Dominica,Latin America & Caribbean,Upper middle,1962,5.21
DMA,Dominica,Latin America & Caribbean,Upper middle,1963,5.272
DMA,Dominica,Latin America & Caribbean,Upper middle,1964,4.894
DMA,Dominica,Latin America & Caribbean,Upper middle,1965,4.841
DMA,Dominica,Latin America & Caribbean,Upper middle,1966,5.858
DMA,Dominica,Latin America & Caribbean,Upper middle,1967,5.138
DMA,Dominica,Latin America & Caribbean,Upper middle,1968,4.964
DMA,Dominica,Latin America & Caribbean,Upper middle,1969,5.46
DMA,Dominica,Latin America & Caribbean,Upper middle,1970,5.135
DMA,Dominica,Latin America & Caribbean,Upper middle,1971,4.808
DMA,Dominica,Latin America & Caribbean,Upper middle,1972,4.475
DMA,Dominica,Latin America & Caribbean,Upper middle,1973,4.135
DMA,Dominica,Latin America & Caribbean,Upper middle,1974,3.844
DMA,Dominica,Latin America & Caribbean,Upper middle,1975,3.576
DMA,Dominica,Latin America & Caribbean,Upper middle,1976,3.359
DMA,Dominica,Latin America & Caribbean,Upper middle,1977,3.215
DMA,Dominica,Latin America & Caribbean,Upper middle,1978,3.108
DMA,Dominica,Latin America & Caribbean,Upper middle,1979,3.034
DMA,Dominica,Latin America & Caribbean,Upper middle,1980,2.995
DMA,Dominica,Latin America & Caribbean,Upper middle,1981,2.961
DMA,Dominica,Latin America & Caribbean,Upper middle,1982,2.961
DMA,Dominica,Latin America & Caribbean,Upper middle,1983,3.165
DMA,Dominica,Latin America & Caribbean,Upper middle,1984,2.906
DMA,Dominica,Latin America & Caribbean,Upper middle,1985,2.934
DMA,Dominica,Latin America & Caribbean,Upper middle,1986,2.959
DMA,Dominica,Latin America & Caribbean,Upper middle,1987,2.797
DMA,Dominica,Latin America & Caribbean,Upper middle,1988,3.016
DMA,Dominica,Latin America & Caribbean,Upper middle,1989,2.948
DMA,Dominica,Latin America & Caribbean,Upper middle,1990,2.96
DMA,Dominica,Latin America & Caribbean,Upper middle,1991,3.067
DMA,Dominica,Latin America & Caribbean,Upper middle,1992,3.281
DMA,Dominica,Latin America & Caribbean,Upper middle,1993,3.102
DMA,Dominica,Latin America & Caribbean,Upper middle,1994,2.874
DMA,Dominica,Latin America & Caribbean,Upper middle,1995,2.673
DMA,Dominica,Latin America & Caribbean,Upper middle,1996,2.519
DMA,Dominica,Latin America & Caribbean,Upper middle,1997,2.392
DMA,Dominica,Latin America & Caribbean,Upper middle,1998,2.333
DMA,Dominica,Latin America & Caribbean,Upper middle,1999,2.554
DMA,Dominica,Latin America & Caribbean,Upper middle,2000,2.351
DMA,Dominica,Latin America & Caribbean,Upper middle,2001,2.542
DMA,Dominica,Latin America & Caribbean,Upper middle,2002,2.276
DMA,Dominica,Latin America & Caribbean,Upper middle,2003,2.169
DMA,Dominica,Latin America & Caribbean,Upper middle,2004,2.125
DMA,Dominica,Latin America & Caribbean,Upper middle,2005,2.105
DMA,Dominica,Latin America & Caribbean,Upper middle,2006,2.158
DMA,Dominica,Latin America & Caribbean,Upper middle,2007,2.094
DMA,Dominica,Latin America & Caribbean,Upper middle,2008,2.027
DMA,Dominica,Latin America & Caribbean,Upper middle,2009,1.96
DMA,Dominica,Latin America & Caribbean,Upper middle,2010,1.915
DMA,Dominica,Latin America & Caribbean,Upper middle,2011,1.871
DMA,Dominica,Latin America & Caribbean,Upper middle,2012,1.824
DMA,Dominica,Latin America & Caribbean,Upper middle,2013,1.772
DMA,Dominica,Latin America & Caribbean,Upper middle,2014,1.734
DMA,Dominica,Latin America & Caribbean,Upper middle,2015,1.694
DMA,Dominica,Latin America & Caribbean,Upper middle,2016,1.657
DMA,Dominica,Latin America & Caribbean,Upper middle,2017,1.629
DMA,Dominica,Latin America & Caribbean,Upper middle,2018,1.617
DMA,Dominica,Latin America & Caribbean,Upper middle,2019,1.611
DMA,Dominica,Latin America & Caribbean,Upper middle,2020,1.597
DMA,Dominica,Latin America & Caribbean,Upper middle,2021,1.595
DMA,Dominica,Latin America & Caribbean,Upper middle,2022,1.588
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1960,7.555
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1961,7.487
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1962,7.404
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1963,7.303
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1964,7.186
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1965,7.053
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1966,6.949
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1967,6.755
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1968,6.548
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1969,6.366
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1970,6.184
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1971,6.009
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1972,5.841
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1973,5.667
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1974,5.44
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1975,5.235
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1976,5.046
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1977,4.842
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1978,4.644
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1979,4.473
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1980,4.302
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1981,4.149
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1982,4.014
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1983,3.947
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1984,3.822
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1985,3.686
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1986,3.603
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1987,3.528
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1988,3.5
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1989,3.475
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1990,3.411
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1991,3.349
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1992,3.287
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1993,3.226
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1994,3.163
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1995,3.101
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1996,3.04
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1997,2.953
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1998,2.873
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,1999,2.865
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,2000,2.859
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,2001,2.812
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,2002,2.774
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,2003,2.721
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,2004,2.664
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,2005,2.605
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,2006,2.533
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,2007,2.51
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,2008,2.533
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,2009,2.556
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,2010,2.538
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,2011,2.513
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,2012,2.485
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,2013,2.466
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,2014,2.445
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,2015,2.43
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,2016,2.406
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,2017,2.39
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,2018,2.381
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,2019,2.344
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,2020,2.303
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,2021,2.273
DOM,Dominican Republic,Latin America & Caribbean,Upper middle,2022,2.247
TLS,East Timor,East Asia & Pacific,Lower middle,1960,6.319
TLS,East Timor,East Asia & Pacific,Lower middle,1961,6.273
TLS,East Timor,East Asia & Pacific,Lower middle,1962,6.218
TLS,East Timor,East Asia & Pacific,Lower middle,1963,6.155
TLS,East Timor,East Asia & Pacific,Lower middle,1964,6.084
TLS,East Timor,East Asia & Pacific,Lower middle,1965,6.008
TLS,East Timor,East Asia & Pacific,Lower middle,1966,5.932
TLS,East Timor,East Asia & Pacific,Lower middle,1967,5.858
TLS,East Timor,East Asia & Pacific,Lower middle,1968,5.788
TLS,East Timor,East Asia & Pacific,Lower middle,1969,5.722
TLS,East Timor,East Asia & Pacific,Lower middle,1970,5.655
TLS,East Timor,East Asia & Pacific,Lower middle,1971,5.58
TLS,East Timor,East Asia & Pacific,Lower middle,1972,5.492
TLS,East Timor,East Asia & Pacific,Lower middle,1973,5.392
TLS,East Timor,East Asia & Pacific,Lower middle,1974,5.287
TLS,East Timor,East Asia & Pacific,Lower middle,1975,5.19
TLS,East Timor,East Asia & Pacific,Lower middle,1976,5.119
TLS,East Timor,East Asia & Pacific,Lower middle,1977,5.085
TLS,East Timor,East Asia & Pacific,Lower middle,1978,5.094
TLS,East Timor,East Asia & Pacific,Lower middle,1979,5.142
TLS,East Timor,East Asia & Pacific,Lower middle,1980,5.219
TLS,East Timor,East Asia & Pacific,Lower middle,1981,5.525
TLS,East Timor,East Asia & Pacific,Lower middle,1982,5.555
TLS,East Timor,East Asia & Pacific,Lower middle,1983,5.586
TLS,East Timor,East Asia & Pacific,Lower middle,1984,5.614
TLS,East Timor,East Asia & Pacific,Lower middle,1985,5.65
TLS,East Timor,East Asia & Pacific,Lower middle,1986,5.672
TLS,East Timor,East Asia & Pacific,Lower middle,1987,5.682
TLS,East Timor,East Asia & Pacific,Lower middle,1988,5.716
TLS,East Timor,East Asia & Pacific,Lower middle,1989,5.762
TLS,East Timor,East Asia & Pacific,Lower middle,1990,5.811
TLS,East Timor,East Asia & Pacific,Lower middle,1991,5.835
TLS,East Timor,East Asia & Pacific,Lower middle,1992,5.867
TLS,East Timor,East Asia & Pacific,Lower middle,1993,5.879
TLS,East Timor,East Asia & Pacific,Lower middle,1994,5.912
TLS,East Timor,East Asia & Pacific,Lower middle,1995,5.936
TLS,East Timor,East Asia & Pacific,Lower middle,1996,5.941
TLS,East Timor,East Asia & Pacific,Lower middle,1997,5.955
TLS,East Timor,East Asia & Pacific,Lower middle,1998,5.963
TLS,East Timor,East Asia & Pacific,Lower middle,1999,5.97
TLS,East Timor,East Asia & Pacific,Lower middle,2000,5.98
TLS,East Timor,East Asia & Pacific,Lower middle,2001,6.013
TLS,East Timor,East Asia & Pacific,Lower middle,2002,6.022
TLS,East Timor,East Asia & Pacific,Lower middle,2003,5.951
TLS,East Timor,East Asia & Pacific,Lower middle,2004,5.85
TLS,East Timor,East Asia & Pacific,Lower middle,2005,5.705
TLS,East Timor,East Asia & Pacific,Lower middle,2006,5.564
TLS,East Timor,East Asia & Pacific,Lower middle,2007,5.399
TLS,East Timor,East Asia & Pacific,Lower middle,2008,5.225
TLS,East Timor,East Asia & Pacific,Lower middle,2009,5.037
TLS,East Timor,East Asia & Pacific,Lower middle,2010,4.845
TLS,East Timor,East Asia & Pacific,Lower middle,2011,4.656
TLS,East Timor,East Asia & Pacific,Lower middle,2012,4.444
TLS,East Timor,East Asia & Pacific,Lower middle,2013,4.268
TLS,East Timor,East Asia & Pacific,Lower middle,2014,4.085
TLS,East Timor,East Asia & Pacific,Lower middle,2015,3.903
TLS,East Timor,East Asia & Pacific,Lower middle,2016,3.737
TLS,East Timor,East Asia & Pacific,Lower middle,2017,3.596
TLS,East Timor,East Asia & Pacific,Lower middle,2018,3.452
TLS,East Timor,East Asia & Pacific,Lower middle,2019,3.336
TLS,East Timor,East Asia & Pacific,Lower middle,2020,3.247
TLS,East Timor,East Asia & Pacific,Lower middle,2021,3.149
TLS,East Timor,East Asia & Pacific,Lower middle,2022,3.047
ECU,Ecuador,Latin America & Caribbean,Upper middle,1960,6.721
ECU,Ecuador,Latin America & Caribbean,Upper middle,1961,6.7
ECU,Ecuador,Latin America & Caribbean,Upper middle,1962,6.676
ECU,Ecuador,Latin America & Caribbean,Upper middle,1963,6.646
ECU,Ecuador,Latin America & Caribbean,Upper middle,1964,6.61
ECU,Ecuador,Latin America & Caribbean,Upper middle,1965,6.564
ECU,Ecuador,Latin America & Caribbean,Upper middle,1966,6.507
ECU,Ecuador,Latin America & Caribbean,Upper middle,1967,6.436
ECU,Ecuador,Latin America & Caribbean,Upper middle,1968,6.351
ECU,Ecuador,Latin America & Caribbean,Upper middle,1969,6.252
ECU,Ecuador,Latin America & Caribbean,Upper middle,1970,6.138
ECU,Ecuador,Latin America & Caribbean,Upper middle,1971,6.011
ECU,Ecuador,Latin America & Caribbean,Upper middle,1972,5.873
ECU,Ecuador,Latin America & Caribbean,Upper middle,1973,5.727
ECU,Ecuador,Latin America & Caribbean,Upper middle,1974,5.577
ECU,Ecuador,Latin America & Caribbean,Upper middle,1975,5.426
ECU,Ecuador,Latin America & Caribbean,Upper middle,1976,5.276
ECU,Ecuador,Latin America & Caribbean,Upper middle,1977,5.13
ECU,Ecuador,Latin America & Caribbean,Upper middle,1978,4.989
ECU,Ecuador,Latin America & Caribbean,Upper middle,1979,4.855
ECU,Ecuador,Latin America & Caribbean,Upper middle,1980,4.73
ECU,Ecuador,Latin America & Caribbean,Upper middle,1981,4.612
ECU,Ecuador,Latin America & Caribbean,Upper middle,1982,4.501
ECU,Ecuador,Latin America & Caribbean,Upper middle,1983,4.395
ECU,Ecuador,Latin America & Caribbean,Upper middle,1984,4.293
ECU,Ecuador,Latin America & Caribbean,Upper middle,1985,4.195
ECU,Ecuador,Latin America & Caribbean,Upper middle,1986,4.1
ECU,Ecuador,Latin America & Caribbean,Upper middle,1987,4.007
ECU,Ecuador,Latin America & Caribbean,Upper middle,1988,3.917
ECU,Ecuador,Latin America & Caribbean,Upper middle,1989,3.829
ECU,Ecuador,Latin America & Caribbean,Upper middle,1990,3.744
ECU,Ecuador,Latin America & Caribbean,Upper middle,1991,3.665
ECU,Ecuador,Latin America & Caribbean,Upper middle,1992,3.591
ECU,Ecuador,Latin America & Caribbean,Upper middle,1993,3.524
ECU,Ecuador,Latin America & Caribbean,Upper middle,1994,3.461
ECU,Ecuador,Latin America & Caribbean,Upper middle,1995,3.403
ECU,Ecuador,Latin America & Caribbean,Upper middle,1996,3.345
ECU,Ecuador,Latin America & Caribbean,Upper middle,1997,3.288
ECU,Ecuador,Latin America & Caribbean,Upper middle,1998,3.228
ECU,Ecuador,Latin America & Caribbean,Upper middle,1999,3.166
ECU,Ecuador,Latin America & Caribbean,Upper middle,2000,3.102
ECU,Ecuador,Latin America & Caribbean,Upper middle,2001,3.037
ECU,Ecuador,Latin America & Caribbean,Upper middle,2002,2.972
ECU,Ecuador,Latin America & Caribbean,Upper middle,2003,2.911
ECU,Ecuador,Latin America & Caribbean,Upper middle,2004,2.853
ECU,Ecuador,Latin America & Caribbean,Upper middle,2005,2.8
ECU,Ecuador,Latin America & Caribbean,Upper middle,2006,2.753
ECU,Ecuador,Latin America & Caribbean,Upper middle,2007,2.711
ECU,Ecuador,Latin America & Caribbean,Upper middle,2008,2.675
ECU,Ecuador,Latin America & Caribbean,Upper middle,2009,2.643
ECU,Ecuador,Latin America & Caribbean,Upper middle,2010,2.615
ECU,Ecuador,Latin America & Caribbean,Upper middle,2011,2.596
ECU,Ecuador,Latin America & Caribbean,Upper middle,2012,2.517
ECU,Ecuador,Latin America & Caribbean,Upper middle,2013,2.419
ECU,Ecuador,Latin America & Caribbean,Upper middle,2014,2.335
ECU,Ecuador,Latin America & Caribbean,Upper middle,2015,2.26
ECU,Ecuador,Latin America & Caribbean,Upper middle,2016,2.201
ECU,Ecuador,Latin America & Caribbean,Upper middle,2017,2.174
ECU,Ecuador,Latin America & Caribbean,Upper middle,2018,2.133
ECU,Ecuador,Latin America & Caribbean,Upper middle,2019,2.088
ECU,Ecuador,Latin America & Caribbean,Upper middle,2020,2.051
ECU,Ecuador,Latin America & Caribbean,Upper middle,2021,2.026
ECU,Ecuador,Latin America & Caribbean,Upper middle,2022,2.003
EGY,Egypt,Middle East & North Africa,Lower middle,1960,6.794
EGY,Egypt,Middle East & North Africa,Lower middle,1961,6.779
EGY,Egypt,Middle East & North Africa,Lower middle,1962,6.755
EGY,Egypt,Middle East & North Africa,Lower middle,1963,6.718
EGY,Egypt,Middle East & North Africa,Lower middle,1964,6.643
EGY,Egypt,Middle East & North Africa,Lower middle,1965,6.518
EGY,Egypt,Middle East & North Africa,Lower middle,1966,6.433
EGY,Egypt,Middle East & North Africa,Lower middle,1967,6.357
EGY,Egypt,Middle East & North Africa,Lower middle,1968,6.286
EGY,Egypt,Middle East & North Africa,Lower middle,1969,6.195
EGY,Egypt,Middle East & North Africa,Lower middle,1970,6.119
EGY,Egypt,Middle East & North Africa,Lower middle,1971,6.031
EGY,Egypt,Middle East & North Africa,Lower middle,1972,5.971
EGY,Egypt,Middle East & North Africa,Lower middle,1973,5.888
EGY,Egypt,Middle East & North Africa,Lower middle,1974,5.835
EGY,Egypt,Middle East & North Africa,Lower middle,1975,5.799
EGY,Egypt,Middle East & North Africa,Lower middle,1976,5.765
EGY,Egypt,Middle East & North Africa,Lower middle,1977,5.739
EGY,Egypt,Middle East & North Africa,Lower middle,1978,5.717
EGY,Egypt,Middle East & North Africa,Lower middle,1979,5.701
EGY,Egypt,Middle East & North Africa,Lower middle,1980,5.578
EGY,Egypt,Middle East & North Africa,Lower middle,1981,5.442
EGY,Egypt,Middle East & North Africa,Lower middle,1982,5.371
EGY,Egypt,Middle East & North Africa,Lower middle,1983,5.334
EGY,Egypt,Middle East & North Africa,Lower middle,1984,5.239
EGY,Egypt,Middle East & North Africa,Lower middle,1985,5.16
EGY,Egypt,Middle East & North Africa,Lower middle,1986,5.07
EGY,Egypt,Middle East & North Africa,Lower middle,1987,4.989
EGY,Egypt,Middle East & North Africa,Lower middle,1988,4.871
EGY,Egypt,Middle East & North Africa,Lower middle,1989,4.685
EGY,Egypt,Middle East & North Africa,Lower middle,1990,4.484
EGY,Egypt,Middle East & North Africa,Lower middle,1991,4.304
EGY,Egypt,Middle East & North Africa,Lower middle,1992,4.253
EGY,Egypt,Middle East & North Africa,Lower middle,1993,4.103
EGY,Egypt,Middle East & North Africa,Lower middle,1994,3.967
EGY,Egypt,Middle East & North Africa,Lower middle,1995,3.844
EGY,Egypt,Middle East & North Africa,Lower middle,1996,3.733
EGY,Egypt,Middle East & North Africa,Lower middle,1997,3.654
EGY,Egypt,Middle East & North Africa,Lower middle,1998,3.617
EGY,Egypt,Middle East & North Africa,Lower middle,1999,3.524
EGY,Egypt,Middle East & North Africa,Lower middle,2000,3.442
EGY,Egypt,Middle East & North Africa,Lower middle,2001,3.394
EGY,Egypt,Middle East & North Africa,Lower middle,2002,3.318
EGY,Egypt,Middle East & North Africa,Lower middle,2003,3.261
EGY,Egypt,Middle East & North Africa,Lower middle,2004,3.181
EGY,Egypt,Middle East & North Africa,Lower middle,2005,3.151
EGY,Egypt,Middle East & North Africa,Lower middle,2006,3.109
EGY,Egypt,Middle East & North Africa,Lower middle,2007,3.12
EGY,Egypt,Middle East & North Africa,Lower middle,2008,3.101
EGY,Egypt,Middle East & North Africa,Lower middle,2009,3.108
EGY,Egypt,Middle East & North Africa,Lower middle,2010,3.213
EGY,Egypt,Middle East & North Africa,Lower middle,2011,3.247
EGY,Egypt,Middle East & North Africa,Lower middle,2012,3.335
EGY,Egypt,Middle East & North Africa,Lower middle,2013,3.419
EGY,Egypt,Middle East & North Africa,Lower middle,2014,3.441
EGY,Egypt,Middle East & North Africa,Lower middle,2015,3.436
EGY,Egypt,Middle East & North Africa,Lower middle,2016,3.203
EGY,Egypt,Middle East & North Africa,Lower middle,2017,3.151
EGY,Egypt,Middle East & North Africa,Lower middle,2018,3.098
EGY,Egypt,Middle East & North Africa,Lower middle,2019,3.001
EGY,Egypt,Middle East & North Africa,Lower middle,2020,2.96
EGY,Egypt,Middle East & North Africa,Lower middle,2021,2.917
EGY,Egypt,Middle East & North Africa,Lower middle,2022,2.878
SLV,El Salvador,Latin America & Caribbean,Upper middle,1960,6.634
SLV,El Salvador,Latin America & Caribbean,Upper middle,1961,6.674
SLV,El Salvador,Latin America & Caribbean,Upper middle,1962,6.682
SLV,El Salvador,Latin America & Caribbean,Upper middle,1963,6.69
SLV,El Salvador,Latin America & Caribbean,Upper middle,1964,6.684
SLV,El Salvador,Latin America & Caribbean,Upper middle,1965,6.647
SLV,El Salvador,Latin America & Caribbean,Upper middle,1966,6.575
SLV,El Salvador,Latin America & Caribbean,Upper middle,1967,6.49
SLV,El Salvador,Latin America & Caribbean,Upper middle,1968,6.386
SLV,El Salvador,Latin America & Caribbean,Upper middle,1969,6.278
SLV,El Salvador,Latin America & Caribbean,Upper middle,1970,6.178
SLV,El Salvador,Latin America & Caribbean,Upper middle,1971,6.097
SLV,El Salvador,Latin America & Caribbean,Upper middle,1972,6.004
SLV,El Salvador,Latin America & Caribbean,Upper middle,1973,5.895
SLV,El Salvador,Latin America & Caribbean,Upper middle,1974,5.793
SLV,El Salvador,Latin America & Caribbean,Upper middle,1975,5.678
SLV,El Salvador,Latin America & Caribbean,Upper middle,1976,5.567
SLV,El Salvador,Latin America & Caribbean,Upper middle,1977,5.463
SLV,El Salvador,Latin America & Caribbean,Upper middle,1978,5.338
SLV,El Salvador,Latin America & Caribbean,Upper middle,1979,5.227
SLV,El Salvador,Latin America & Caribbean,Upper middle,1980,5.107
SLV,El Salvador,Latin America & Caribbean,Upper middle,1981,4.986
SLV,El Salvador,Latin America & Caribbean,Upper middle,1982,4.831
SLV,El Salvador,Latin America & Caribbean,Upper middle,1983,4.669
SLV,El Salvador,Latin America & Caribbean,Upper middle,1984,4.508
SLV,El Salvador,Latin America & Caribbean,Upper middle,1985,4.346
SLV,El Salvador,Latin America & Caribbean,Upper middle,1986,4.21
SLV,El Salvador,Latin America & Caribbean,Upper middle,1987,4.184
SLV,El Salvador,Latin America & Caribbean,Upper middle,1988,4.108
SLV,El Salvador,Latin America & Caribbean,Upper middle,1989,4.022
SLV,El Salvador,Latin America & Caribbean,Upper middle,1990,3.947
SLV,El Salvador,Latin America & Caribbean,Upper middle,1991,3.87
SLV,El Salvador,Latin America & Caribbean,Upper middle,1992,3.815
SLV,El Salvador,Latin America & Caribbean,Upper middle,1993,3.734
SLV,El Salvador,Latin America & Caribbean,Upper middle,1994,3.66
SLV,El Salvador,Latin America & Caribbean,Upper middle,1995,3.577
SLV,El Salvador,Latin America & Caribbean,Upper middle,1996,3.482
SLV,El Salvador,Latin America & Caribbean,Upper middle,1997,3.377
SLV,El Salvador,Latin America & Caribbean,Upper middle,1998,3.357
SLV,El Salvador,Latin America & Caribbean,Upper middle,1999,3.259
SLV,El Salvador,Latin America & Caribbean,Upper middle,2000,3.14
SLV,El Salvador,Latin America & Caribbean,Upper middle,2001,2.977
SLV,El Salvador,Latin America & Caribbean,Upper middle,2002,2.809
SLV,El Salvador,Latin America & Caribbean,Upper middle,2003,2.675
SLV,El Salvador,Latin America & Caribbean,Upper middle,2004,2.546
SLV,El Salvador,Latin America & Caribbean,Upper middle,2005,2.455
SLV,El Salvador,Latin America & Caribbean,Upper middle,2006,2.393
SLV,El Salvador,Latin America & Caribbean,Upper middle,2007,2.335
SLV,El Salvador,Latin America & Caribbean,Upper middle,2008,2.291
SLV,El Salvador,Latin America & Caribbean,Upper middle,2009,2.261
SLV,El Salvador,Latin America & Caribbean,Upper middle,2010,2.239
SLV,El Salvador,Latin America & Caribbean,Upper middle,2011,2.224
SLV,El Salvador,Latin America & Caribbean,Upper middle,2012,2.187
SLV,El Salvador,Latin America & Caribbean,Upper middle,2013,2.154
SLV,El Salvador,Latin America & Caribbean,Upper middle,2014,2.126
SLV,El Salvador,Latin America & Caribbean,Upper middle,2015,2.067
SLV,El Salvador,Latin America & Caribbean,Upper middle,2016,1.965
SLV,El Salvador,Latin America & Caribbean,Upper middle,2017,1.896
SLV,El Salvador,Latin America & Caribbean,Upper middle,2018,1.849
